external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,immortalisation_evidence
SRR627539,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041194: Q2.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;BJ cells|condition;;Quiescence induced by serum depletion|source_name;;Immortalized primary fibroblasts,GEO Accession;;GSM1041194,GSM1041194,Q2.rna,CQ,Serum_starved CQ,serum-starved,,,yes,Fibroblast,Foreskin,no,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627542,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",single,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041197: C3.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,"cell line;;BJ cells|condition;;Proliferation, normal conditions|source_name;;Immortalized primary fibroblasts",GEO Accession;;GSM1041197,GSM1041197,C3.rna,Proliferating,Proliferating,,,,yes,Fibroblast,Foreskin,no,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR7523098,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-3,Primary,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,"Purpose: Alternative polyadenylation (APA) can result in the generation of transcripts that terminate at different locations within the gene, which can result in different 3'' UTRs.   3´ UTRs are known to contain RNA stabilizing and destabilizing motifs that provide a platform for binding of  RNA binding proteins. Changes in 3´ UTRs for the different APA-generated isoforms of a gene could allow for inclusion or exclusion of these RNA stability elements. The goal of this study is determine the stability (half-lives based on transcript decay) of APA isoforms in proliferating and quiescent cells. Methods: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends. The adaptors and polyA sequenced were trimmed from each read.  The reads were aligned to the human genome (hg19) using TopHat (v2.0.14). The aligned read files were used to determine the counts of APA isoforms of each gene using the code provided by Gruber et al. (PMID: 27382025). The counts of the APA isoforms were fit to an exponential decay model to obtain half-lives. The entire workflow was performed for two biological replicates: 12-1 and 12-3 strains of human dermal fibroblasts. Results:  In two different fibroblast strains (12-1 and 12-3), we found that isoforms terminating at distal polyadenylation sites were more stable than isoforms terminating at proximal polyadenylation sites in quiescent, but not proliferating, fibroblasts. Conclusions: The transition from shorter to longer isoforms in quiescent cells is associated with stabilization of the transcripts. Overall design: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends.",GSM3271545: 7dCI_0hr_12-3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;contact-inhibited for 7 days|cell strain;;12-3|cell type;;dermal fibroblasts|source_name;;human dermal fibroblasts|time;;0 hour|treatment;;untreated,GEO Accession;;GSM3271545,GSM3271545,7dCI_0hr_12-3,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Skin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7523095,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-3,Primary,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,"Purpose: Alternative polyadenylation (APA) can result in the generation of transcripts that terminate at different locations within the gene, which can result in different 3'' UTRs.   3´ UTRs are known to contain RNA stabilizing and destabilizing motifs that provide a platform for binding of  RNA binding proteins. Changes in 3´ UTRs for the different APA-generated isoforms of a gene could allow for inclusion or exclusion of these RNA stability elements. The goal of this study is determine the stability (half-lives based on transcript decay) of APA isoforms in proliferating and quiescent cells. Methods: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends. The adaptors and polyA sequenced were trimmed from each read.  The reads were aligned to the human genome (hg19) using TopHat (v2.0.14). The aligned read files were used to determine the counts of APA isoforms of each gene using the code provided by Gruber et al. (PMID: 27382025). The counts of the APA isoforms were fit to an exponential decay model to obtain half-lives. The entire workflow was performed for two biological replicates: 12-1 and 12-3 strains of human dermal fibroblasts. Results:  In two different fibroblast strains (12-1 and 12-3), we found that isoforms terminating at distal polyadenylation sites were more stable than isoforms terminating at proximal polyadenylation sites in quiescent, but not proliferating, fibroblasts. Conclusions: The transition from shorter to longer isoforms in quiescent cells is associated with stabilization of the transcripts. Overall design: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends.",GSM3271542: P_0hr_12-1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;proliferating cells|cell strain;;12-1|cell type;;dermal fibroblasts|source_name;;human dermal fibroblasts|time;;0 hour|treatment;;untreated,GEO Accession;;GSM3271542,GSM3271542,P_0hr_12-1,Proliferating,Proliferating,,,,no,Fibroblast,Skin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7523096,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-3,Primary,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,"Purpose: Alternative polyadenylation (APA) can result in the generation of transcripts that terminate at different locations within the gene, which can result in different 3'' UTRs.   3´ UTRs are known to contain RNA stabilizing and destabilizing motifs that provide a platform for binding of  RNA binding proteins. Changes in 3´ UTRs for the different APA-generated isoforms of a gene could allow for inclusion or exclusion of these RNA stability elements. The goal of this study is determine the stability (half-lives based on transcript decay) of APA isoforms in proliferating and quiescent cells. Methods: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends. The adaptors and polyA sequenced were trimmed from each read.  The reads were aligned to the human genome (hg19) using TopHat (v2.0.14). The aligned read files were used to determine the counts of APA isoforms of each gene using the code provided by Gruber et al. (PMID: 27382025). The counts of the APA isoforms were fit to an exponential decay model to obtain half-lives. The entire workflow was performed for two biological replicates: 12-1 and 12-3 strains of human dermal fibroblasts. Results:  In two different fibroblast strains (12-1 and 12-3), we found that isoforms terminating at distal polyadenylation sites were more stable than isoforms terminating at proximal polyadenylation sites in quiescent, but not proliferating, fibroblasts. Conclusions: The transition from shorter to longer isoforms in quiescent cells is associated with stabilization of the transcripts. Overall design: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends.",GSM3271543: 7dCI_0hr_12-1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;contact-inhibited for 7 days|cell strain;;12-1|cell type;;dermal fibroblasts|source_name;;human dermal fibroblasts|time;;0 hour|treatment;;untreated,GEO Accession;;GSM3271543,GSM3271543,7dCI_0hr_12-1,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Skin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7523097,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-3,Primary,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,"Purpose: Alternative polyadenylation (APA) can result in the generation of transcripts that terminate at different locations within the gene, which can result in different 3'' UTRs.   3´ UTRs are known to contain RNA stabilizing and destabilizing motifs that provide a platform for binding of  RNA binding proteins. Changes in 3´ UTRs for the different APA-generated isoforms of a gene could allow for inclusion or exclusion of these RNA stability elements. The goal of this study is determine the stability (half-lives based on transcript decay) of APA isoforms in proliferating and quiescent cells. Methods: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends. The adaptors and polyA sequenced were trimmed from each read.  The reads were aligned to the human genome (hg19) using TopHat (v2.0.14). The aligned read files were used to determine the counts of APA isoforms of each gene using the code provided by Gruber et al. (PMID: 27382025). The counts of the APA isoforms were fit to an exponential decay model to obtain half-lives. The entire workflow was performed for two biological replicates: 12-1 and 12-3 strains of human dermal fibroblasts. Results:  In two different fibroblast strains (12-1 and 12-3), we found that isoforms terminating at distal polyadenylation sites were more stable than isoforms terminating at proximal polyadenylation sites in quiescent, but not proliferating, fibroblasts. Conclusions: The transition from shorter to longer isoforms in quiescent cells is associated with stabilization of the transcripts. Overall design: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends.",GSM3271544: P_0hr_12-3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;proliferating cells|cell strain;;12-3|cell type;;dermal fibroblasts|source_name;;human dermal fibroblasts|time;;0 hour|treatment;;untreated,GEO Accession;;GSM3271544,GSM3271544,P_0hr_12-3,Proliferating,Proliferating,,,,no,Fibroblast,Skin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7547693,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,HDF 10-5,Primary,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,"Purpose: Quiescence is a state or reversible cell cycle arrest. A previous study using microarrays (Coller et al., PMID: 16509772) revealed gene expression changes between quiescent and proliferating human dermal fibroblasts and defined a ""quiescece program"" of genes that change in abundance when fibroblasts were introduced into quiescence by one of three methods. The goal of this study is to perform high throughut RNA sequencing to determine global changes in gene expression between proliferating and quiescent human dermal fibroblasts. Methods: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions. RNA extracted from these cells were used for library preparation. The libraries were sequenced on an Illumina HiSeq 2000 instrument. Results: Among the 19,673 genes monitored, 1,993 genes (10.1%) changed in expression two-fold or more, demonstrating widespread changes in gene expression with contact inhibition-induced quiescence. Fifty-two percent of these genes were upregulated in 7dCI compared with proliferating fibroblasts, and 48% were downregulated in 7dCI fibroblasts. Conclusions: There are widespread changes in gene expression as fibroblasts transition between proliferating and quiescent states. Overall design: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions.",GSM3294929: P_rep1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell growth conditions;;proliferating cells|cell type;;human dermal fibroblasts (foreskin)|fibroblast strain;;10-5|source_name;;human dermal fibroblasts (foreskin),GEO Accession;;GSM3294929,GSM3294929,P_rep1,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7547694,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,HDF 10-5,Primary,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,"Purpose: Quiescence is a state or reversible cell cycle arrest. A previous study using microarrays (Coller et al., PMID: 16509772) revealed gene expression changes between quiescent and proliferating human dermal fibroblasts and defined a ""quiescece program"" of genes that change in abundance when fibroblasts were introduced into quiescence by one of three methods. The goal of this study is to perform high throughut RNA sequencing to determine global changes in gene expression between proliferating and quiescent human dermal fibroblasts. Methods: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions. RNA extracted from these cells were used for library preparation. The libraries were sequenced on an Illumina HiSeq 2000 instrument. Results: Among the 19,673 genes monitored, 1,993 genes (10.1%) changed in expression two-fold or more, demonstrating widespread changes in gene expression with contact inhibition-induced quiescence. Fifty-two percent of these genes were upregulated in 7dCI compared with proliferating fibroblasts, and 48% were downregulated in 7dCI fibroblasts. Conclusions: There are widespread changes in gene expression as fibroblasts transition between proliferating and quiescent states. Overall design: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions.",GSM3294930: P_rep2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell growth conditions;;proliferating cells|cell type;;human dermal fibroblasts (foreskin)|fibroblast strain;;12-1|source_name;;human dermal fibroblasts (foreskin),GEO Accession;;GSM3294930,GSM3294930,P_rep2,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7547695,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,HDF 10-5,Primary,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,"Purpose: Quiescence is a state or reversible cell cycle arrest. A previous study using microarrays (Coller et al., PMID: 16509772) revealed gene expression changes between quiescent and proliferating human dermal fibroblasts and defined a ""quiescece program"" of genes that change in abundance when fibroblasts were introduced into quiescence by one of three methods. The goal of this study is to perform high throughut RNA sequencing to determine global changes in gene expression between proliferating and quiescent human dermal fibroblasts. Methods: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions. RNA extracted from these cells were used for library preparation. The libraries were sequenced on an Illumina HiSeq 2000 instrument. Results: Among the 19,673 genes monitored, 1,993 genes (10.1%) changed in expression two-fold or more, demonstrating widespread changes in gene expression with contact inhibition-induced quiescence. Fifty-two percent of these genes were upregulated in 7dCI compared with proliferating fibroblasts, and 48% were downregulated in 7dCI fibroblasts. Conclusions: There are widespread changes in gene expression as fibroblasts transition between proliferating and quiescent states. Overall design: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions.",GSM3294931: P_rep3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell growth conditions;;proliferating cells|cell type;;human dermal fibroblasts (foreskin)|fibroblast strain;;12-1|source_name;;human dermal fibroblasts (foreskin),GEO Accession;;GSM3294931,GSM3294931,P_rep3,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7547696,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,HDF 10-5,Primary,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,"Purpose: Quiescence is a state or reversible cell cycle arrest. A previous study using microarrays (Coller et al., PMID: 16509772) revealed gene expression changes between quiescent and proliferating human dermal fibroblasts and defined a ""quiescece program"" of genes that change in abundance when fibroblasts were introduced into quiescence by one of three methods. The goal of this study is to perform high throughut RNA sequencing to determine global changes in gene expression between proliferating and quiescent human dermal fibroblasts. Methods: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions. RNA extracted from these cells were used for library preparation. The libraries were sequenced on an Illumina HiSeq 2000 instrument. Results: Among the 19,673 genes monitored, 1,993 genes (10.1%) changed in expression two-fold or more, demonstrating widespread changes in gene expression with contact inhibition-induced quiescence. Fifty-two percent of these genes were upregulated in 7dCI compared with proliferating fibroblasts, and 48% were downregulated in 7dCI fibroblasts. Conclusions: There are widespread changes in gene expression as fibroblasts transition between proliferating and quiescent states. Overall design: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions.",GSM3294932: 7dCI_rep1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell growth conditions;;7 day contact inhibited cells (quiescent)|cell type;;human dermal fibroblasts (foreskin)|fibroblast strain;;10-5|source_name;;human dermal fibroblasts (foreskin),GEO Accession;;GSM3294932,GSM3294932,7dCI_rep1,CQ,Contact_inhibited CQ,contact-inhibited,7 days,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7547697,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,HDF 10-5,Primary,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,"Purpose: Quiescence is a state or reversible cell cycle arrest. A previous study using microarrays (Coller et al., PMID: 16509772) revealed gene expression changes between quiescent and proliferating human dermal fibroblasts and defined a ""quiescece program"" of genes that change in abundance when fibroblasts were introduced into quiescence by one of three methods. The goal of this study is to perform high throughut RNA sequencing to determine global changes in gene expression between proliferating and quiescent human dermal fibroblasts. Methods: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions. RNA extracted from these cells were used for library preparation. The libraries were sequenced on an Illumina HiSeq 2000 instrument. Results: Among the 19,673 genes monitored, 1,993 genes (10.1%) changed in expression two-fold or more, demonstrating widespread changes in gene expression with contact inhibition-induced quiescence. Fifty-two percent of these genes were upregulated in 7dCI compared with proliferating fibroblasts, and 48% were downregulated in 7dCI fibroblasts. Conclusions: There are widespread changes in gene expression as fibroblasts transition between proliferating and quiescent states. Overall design: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions.",GSM3294933: 7dCI_rep2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell growth conditions;;7 day contact inhibited cells (quiescent)|cell type;;human dermal fibroblasts (foreskin)|fibroblast strain;;12-1|source_name;;human dermal fibroblasts (foreskin),GEO Accession;;GSM3294933,GSM3294933,7dCI_rep2,CQ,Contact_inhibited CQ,contact-inhibited,7 days,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7547698,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,HDF 10-5,Primary,SRP154577,Differential gene expression analysis between proliferating and quiescent human dermal fibroblasts,"Purpose: Quiescence is a state or reversible cell cycle arrest. A previous study using microarrays (Coller et al., PMID: 16509772) revealed gene expression changes between quiescent and proliferating human dermal fibroblasts and defined a ""quiescece program"" of genes that change in abundance when fibroblasts were introduced into quiescence by one of three methods. The goal of this study is to perform high throughut RNA sequencing to determine global changes in gene expression between proliferating and quiescent human dermal fibroblasts. Methods: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions. RNA extracted from these cells were used for library preparation. The libraries were sequenced on an Illumina HiSeq 2000 instrument. Results: Among the 19,673 genes monitored, 1,993 genes (10.1%) changed in expression two-fold or more, demonstrating widespread changes in gene expression with contact inhibition-induced quiescence. Fifty-two percent of these genes were upregulated in 7dCI compared with proliferating fibroblasts, and 48% were downregulated in 7dCI fibroblasts. Conclusions: There are widespread changes in gene expression as fibroblasts transition between proliferating and quiescent states. Overall design: Three different biological replicates (corresponding to two fibroblast strains, 10-5 and 12-1) were collected in proliferating and contact--inhibited (quiescent) conditions.",GSM3294934: 7dCI_rep3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell growth conditions;;7 day contact inhibited cells (quiescent)|cell type;;human dermal fibroblasts (foreskin)|fibroblast strain;;12-1|source_name;;human dermal fibroblasts (foreskin),GEO Accession;;GSM3294934,GSM3294934,7dCI_rep3,CQ,Contact_inhibited CQ,contact-inhibited,7 days,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1560895,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,MRC-5,MRC-5,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,"Quiescent MRC-5 fibroblasts were compared to young fibroblasts Jena Centre for Systems Biology of Ageing - JenAge (www.jenage.de) Overall design: 6 samples: 3 biological replicates for each age group: young and quiescent MRC-5 cells. 50bp, single-end reads, no strand-specific reads",GSM1492877: MRC_5_PD32_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell type;;MRC-5 fibroblasts|population doublings;;32|source_name;;total RNA extracted from MRC-5 fibroblasts|treatment;;control,GEO Accession;;GSM1492877,GSM1492877,MRC_5_PD32_1,Proliferating,Proliferating,,32 days,,no,Fibroblast,Lung,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1560896,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,MRC-5,MRC-5,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,"Quiescent MRC-5 fibroblasts were compared to young fibroblasts Jena Centre for Systems Biology of Ageing - JenAge (www.jenage.de) Overall design: 6 samples: 3 biological replicates for each age group: young and quiescent MRC-5 cells. 50bp, single-end reads, no strand-specific reads",GSM1492878: MRC_5_PD32_2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell type;;MRC-5 fibroblasts|population doublings;;32|source_name;;total RNA extracted from MRC-5 fibroblasts|treatment;;control,GEO Accession;;GSM1492878,GSM1492878,MRC_5_PD32_2,Proliferating,Proliferating,,32 days,,no,Fibroblast,Lung,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1560897,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,single,Illumina HiSeq 2000,Homo sapiens,MRC-5,MRC-5,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,"Quiescent MRC-5 fibroblasts were compared to young fibroblasts Jena Centre for Systems Biology of Ageing - JenAge (www.jenage.de) Overall design: 6 samples: 3 biological replicates for each age group: young and quiescent MRC-5 cells. 50bp, single-end reads, no strand-specific reads",GSM1492879: MRC_5_PD32_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell type;;MRC-5 fibroblasts|population doublings;;32|source_name;;total RNA extracted from MRC-5 fibroblasts|treatment;;control,GEO Accession;;GSM1492879,GSM1492879,MRC_5_PD32_3,Proliferating,Proliferating,,32 days,,no,Fibroblast,Lung,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1560898,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,MRC-5,MRC-5,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,"Quiescent MRC-5 fibroblasts were compared to young fibroblasts Jena Centre for Systems Biology of Ageing - JenAge (www.jenage.de) Overall design: 6 samples: 3 biological replicates for each age group: young and quiescent MRC-5 cells. 50bp, single-end reads, no strand-specific reads",GSM1492880: 150_day_Quiescence_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell type;;MRC-5 fibroblasts|population doublings;;36|source_name;;total RNA extracted from MRC-5 fibroblasts|treatment;;subjected to quiescence using 150 days contact inhibition,GEO Accession;;GSM1492880,GSM1492880,150_day_Quiescence_1,CQ,Contact_inhibited CQ,contact-inhibited,150 days,,no,Fibroblast,Lung,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1560899,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,MRC-5,MRC-5,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,"Quiescent MRC-5 fibroblasts were compared to young fibroblasts Jena Centre for Systems Biology of Ageing - JenAge (www.jenage.de) Overall design: 6 samples: 3 biological replicates for each age group: young and quiescent MRC-5 cells. 50bp, single-end reads, no strand-specific reads",GSM1492881: 150_day_Quiescence_2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell type;;MRC-5 fibroblasts|population doublings;;36|source_name;;total RNA extracted from MRC-5 fibroblasts|treatment;;subjected to quiescence using 150 days contact inhibition,GEO Accession;;GSM1492881,GSM1492881,150_day_Quiescence_2,CQ,Contact_inhibited CQ,contact-inhibited,150 days,,no,Fibroblast,Lung,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1560900,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,MRC-5,MRC-5,SRP045867,RNA-seq of young and quiescent MRC-5 human fibroblasts,"Quiescent MRC-5 fibroblasts were compared to young fibroblasts Jena Centre for Systems Biology of Ageing - JenAge (www.jenage.de) Overall design: 6 samples: 3 biological replicates for each age group: young and quiescent MRC-5 cells. 50bp, single-end reads, no strand-specific reads",GSM1492882: 150_day_Quiescence_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell type;;MRC-5 fibroblasts|population doublings;;36|source_name;;total RNA extracted from MRC-5 fibroblasts|treatment;;subjected to quiescence using 150 days contact inhibition,GEO Accession;;GSM1492882,GSM1492882,150_day_Quiescence_3,CQ,Contact_inhibited CQ,contact-inhibited,150 days,,no,Fibroblast,Lung,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
